x,y,z,E,C,R,A,Memoire
14,0,1,0.98,0,0.75931,20,0.999
0,1,1,0.98,0,0.12727,20,1
1,1,1,0.98,0,0.791164,20,0.999
2,1,1,0.98,0,0.622011,20,1
3,1,1,0.98,0,0.551023,20,0.999
4,1,1,0.98,0,0.61726,20,0.999
5,1,1,0.98,0,0.54158,20,1
6,1,1,0.98,0,0.2171,20,1
7,1,1,0.98,0,0.823412,20,1
8,1,1,0.98,0,0.344833,20,0.999
9,1,1,0.98,0,0.811224,20,1
10,1,1,0.98,0,0.872786,20,0.998
11,1,1,0.98,0,0.29785,20,1
12,1,1,0.98,0,0.673517,20,1
13,1,1,0.98,0,0.712365,20,0.999
14,1,1,0.98,0,0.70796,20,1
15,1,1,0.98,0,0.541247,20,0.999
0,2,1,0.98,0,0.6806,20,0.999
1,2,1,0.98,0,0.638839,20,1
2,2,1,0.98,0,0.461254,20,0.999
3,2,1,0.98,0,0.281686,20,1
4,2,1,0.98,0,0.639718,20,1
5,2,1,0.98,0,0.640901,20,0.999
6,2,1,0.98,0,0.478673,20,1
7,2,1,0.98,0,0.225111,20,1
8,2,1,0.98,0,0.218272,20,1
9,2,1,0.98,0,0.46559,20,1
10,2,1,0.98,0,0.279646,20,1
11,2,1,0.98,0,0.162421,20,1
12,2,1,0.98,0,0.583924,20,0.999
0,3,1,0.98,0,0.864495,20,1
1,3,1,0.98,0,0.71178,20,0.999
2,3,1,0.98,0,0.854113,20,0.999
3,3,1,0.98,0,0.295764,20,1
4,3,1,0.98,0,0.650451,20,1
5,3,1,0.98,0,0.200836,20,1
6,3,1,0.98,0,0.259709,20,1
7,3,1,0.98,0,0.320373,20,1
8,3,1,0.98,0,0.12582,20,1
9,3,1,0.98,0,0.459513,20,0.999
10,3,1,0.98,0,0.28837,20,1
11,3,1,0.98,0,0.146922,20,1
12,3,1,0.98,0,0.872091,20,1
0,4,1,0.98,0,0.650109,20,1
1,4,1,0.98,0,0.688253,20,0.999
2,4,1,0.98,0,0.122675,20,1
3,4,1,0.98,0,0.877126,20,1
4,4,1,0.98,0,0.23616,20,1
5,4,1,0.98,0,0.143425,20,0.999
6,4,1,0.98,0,0.668111,20,1
7,4,1,0.98,0,0.667086,20,0.998
8,4,1,0.98,0,0.34969,20,0.999
9,4,1,0.98,0,0.899177,20,1
10,4,1,0.98,0,0.134317,20,1
0,5,1,0.98,0,0.553266,20,1
1,5,1,0.98,0,0.45558,20,0.999
2,5,1,0.98,0,0.732285,20,1
3,5,1,0.98,0,0.258509,20,1
4,5,1,0.98,0,0.549642,20,0.999
5,5,1,0.98,0,0.649312,20,1
6,5,1,0.98,0,0.545829,20,0.998
7,5,1,0.98,0,0.651001,20,1
8,5,1,0.98,0,0.595135,20,1
9,5,1,0.98,0,0.646635,20,0.999
0,6,1,0.98,0,0.115722,20,1
1,6,1,0.98,0,0.847382,20,1
2,6,1,0.98,0,0.654721,20,1
3,6,1,0.98,0,0.83208,20,0.999
4,6,1,0.98,0,0.120688,20,0.999
5,6,1,0.98,0,0.398067,20,1
6,6,1,0.98,0,0.562888,20,0.999
7,6,1,0.98,0,0.722861,20,1
8,6,1,0.98,0,0.110995,20,1
0,7,1,0.98,0,0.460206,20,1
1,7,1,0.98,0,0.317557,20,1
2,7,1,0.98,0,0.201114,20,1
3,7,1,0.98,0,0.803168,20,0.999
4,7,1,0.98,0,0.557713,20,1
5,7,1,0.98,0,0.74793,20,0.999
7,7,1,0.98,0,0.247247,20,1
8,7,1,0.98,0,0.774766,20,0.999
9,7,1,0.98,0,0.589136,20,0.999
10,7,1,0.98,0,0.16693,20,1
0,8,1,0.98,0,0.420751,20,1
1,8,1,0.98,0,0.552356,20,1
2,8,1,0.98,0,0.557266,20,1
3,8,1,0.98,0,0.146286,20,1
4,8,1,0.98,0,0.139604,20,1
0,9,1,0.98,0,0.322967,20,0.999
1,9,1,0.98,0,0.733456,20,1
2,9,1,0.98,0,0.103569,20,0.999
3,9,1,0.98,0,0.843489,20,0.999
4,9,1,0.98,0,0.760359,20,1
5,9,1,0.98,0,0.42809,20,1
0,10,1,0.98,0,0.878799,20,1
1,10,1,0.98,0,0.52251,20,0.999
1,0,2,0.98,0,0.708515,20,1
2,0,2,0.98,0,0.284078,20,0.999
5,0,2,0.98,0,0.187633,20,1
6,0,2,0.98,0,0.261817,20,1
8,0,2,0.98,0,0.499552,20,1
9,0,2,0.98,0,0.385274,20,0.999
13,0,2,0.98,0,0.716081,20,1
14,0,2,0.98,0,0.523567,20,1
0,1,2,0.98,0,0.351371,20,1
1,1,2,0.98,0,0.483864,20,0.999
2,1,2,0.98,0,0.189749,20,1
3,1,2,0.98,0,0.697909,20,0.999
4,1,2,0.98,0,0.691735,20,0.999
5,1,2,0.98,0,0.562176,20,0.999
6,1,2,0.98,0,0.350952,20,1
7,1,2,0.98,0,0.215415,20,1
8,1,2,0.98,0,0.700188,20,1
9,1,2,0.98,0,0.223905,20,0.999
10,1,2,0.98,0,0.447301,20,1
11,1,2,0.98,0,0.327785,20,1
12,1,2,0.98,0,0.672887,20,1
0,2,2,0.98,0,0.470587,20,1
4,2,2,0.98,0,0.853618,20,1
5,2,2,0.98,0,0.761372,20,0.999
9,2,2,0.98,0,0.814946,20,1
0,3,2,0.98,0,0.751094,20,0.999
1,3,2,0.98,0,0.81544,20,0.997
2,3,2,0.98,0,0.677881,20,0.998
3,3,2,0.98,0,0.575903,20,0.999
4,3,2,0.98,0,0.138462,20,1
5,3,2,0.98,0,0.802208,20,0.992
6,3,2,0.98,0,0.596355,20,1
7,3,2,0.98,0,0.15429,20,0.999
8,3,2,0.98,0,0.734402,20,1
1,4,2,0.98,0,0.336545,20,1
2,4,2,0.98,0,0.847394,20,1
3,4,2,0.98,0,0.667967,20,1
4,4,2,0.98,0,0.461621,20,1
7,4,2,0.98,0,0.890118,20,0.993
0,5,2,0.98,0,0.750914,20,0.999
1,5,2,0.98,0,0.869224,20,1
2,5,2,0.98,0,0.48112,20,0.999
4,5,2,0.98,0,0.862381,20,1
5,5,2,0.98,0,0.563245,20,0.999
0,6,2,0.98,0,0.297587,20,1
3,6,2,0.98,0,0.78181,20,1
0,7,2,0.98,0,0.759502,20,1
1,7,2,0.98,0,0.885919,20,1
0,0,3,0.98,0,0.634165,20,1
1,0,3,0.98,0,0.488284,20,1
2,0,3,0.98,0,0.20653,20,0.999
3,0,3,0.98,0,0.355837,20,0.999
4,0,3,0.98,0,0.600102,20,1
5,0,3,0.98,0,0.681994,20,0.999
6,0,3,0.98,0,0.830616,20,0.999
7,0,3,0.98,0,0.198985,20,0.999
8,0,3,0.98,0,0.386207,20,1
9,0,3,0.98,0,0.294518,20,1
10,0,3,0.98,0,0.688314,20,1
11,0,3,0.98,0,0.819398,20,0.998
12,0,3,0.98,0,0.480552,20,1
0,1,3,0.98,0,0.31767,20,0.999
1,1,3,0.98,0,0.361816,20,1
2,1,3,0.98,0,0.191739,20,1
3,1,3,0.98,0,0.46089,20,0.999
4,1,3,0.98,0,0.138644,20,0.999
5,1,3,0.98,0,0.126833,20,1
6,1,3,0.98,0,0.256858,20,0.999
7,1,3,0.98,0,0.790735,20,1
8,1,3,0.98,0,0.824906,20,1
9,1,3,0.98,0,0.138105,20,0.999
10,1,3,0.98,0,0.290171,20,1
11,1,3,0.98,0,0.194213,20,1
12,1,3,0.98,0,0.352446,20,0.999
0,2,3,0.98,0,0.424391,20,0.999
1,2,3,0.98,0,0.171472,20,1
2,2,3,0.98,0,0.361742,20,0.999
3,2,3,0.98,0,0.529359,20,1
4,2,3,0.98,0,0.204071,20,1
5,2,3,0.98,0,0.407694,20,0.999
6,2,3,0.98,0,0.264997,20,1
7,2,3,0.98,0,0.375403,20,0.999
8,2,3,0.98,0,0.319363,20,0.999
9,2,3,0.98,0,0.583354,20,0.994
10,2,3,0.98,0,0.542201,20,1
0,3,3,0.98,0,0.299311,20,1
1,3,3,0.98,0,0.233032,20,1
2,3,3,0.98,0,0.80564,20,1
3,3,3,0.98,0,0.359643,20,1
4,3,3,0.98,0,0.169557,20,1
5,3,3,0.98,0,0.860249,20,1
6,3,3,0.98,0,0.263045,20,1
7,3,3,0.98,0,0.277789,20,0.999
8,3,3,0.98,0,0.676888,20,0.999
0,4,3,0.98,0,0.170413,20,1
1,4,3,0.98,0,0.262903,20,0.999
2,4,3,0.98,0,0.464267,20,1
3,4,3,0.98,0,0.431015,20,1
4,4,3,0.98,0,0.822612,20,0.999
5,4,3,0.98,0,0.607909,20,1
6,4,3,0.98,0,0.849577,20,0.991
0,5,3,0.98,0,0.619215,20,1
1,5,3,0.98,0,0.507013,20,1
2,5,3,0.98,0,0.63284,20,1
3,5,3,0.98,0,0.61373,20,1
4,5,3,0.98,0,0.827369,20,1
5,5,3,0.98,0,0.667778,20,1
0,6,3,0.98,0,0.611263,20,0.996
1,6,3,0.98,0,0.1684,20,1
2,6,3,0.98,0,0.180267,20,1
3,6,3,0.98,0,0.870186,20,1
4,6,3,0.98,0,0.230206,20,0.999
0,7,3,0.98,0,0.47728,20,1
1,7,3,0.98,0,0.861637,20,0.999
2,7,3,0.98,0,0.59712,20,0.999
0,0,4,0.98,0,0.276872,20,1
3,0,4,0.98,0,0.158053,20,1
4,0,4,0.98,0,0.218501,20,1
7,0,4,0.98,0,0.784777,20,1
8,0,4,0.98,0,0.58643,20,0.998
9,0,4,0.98,0,0.308872,20,0.999
0,1,4,0.98,0,0.159083,20,0.999
1,1,4,0.98,0,0.10526,20,1
2,1,4,0.98,0,0.359839,20,1
3,1,4,0.98,0,0.468877,20,1
4,1,4,0.98,0,0.512519,20,1
5,1,4,0.98,0,0.589871,20,1
6,1,4,0.98,0,0.448654,20,0.999
7,1,4,0.98,0,0.816377,20,1
8,1,4,0.98,0,0.755224,20,1
1,2,4,0.98,0,0.666928,20,1
2,2,4,0.98,0,0.392413,20,0.999
5,2,4,0.98,0,0.698036,20,0.999
6,2,4,0.98,0,0.71892,20,0.992
8,2,4,0.98,0,0.482383,20,1
0,3,4,0.98,0,0.780582,20,0.999
1,3,4,0.98,0,0.726915,20,1
2,3,4,0.98,0,0.540983,20,1
3,3,4,0.98,0,0.131285,20,1
4,3,4,0.98,0,0.394738,20,0.999
5,3,4,0.98,0,0.147227,20,1
1,4,4,0.98,0,0.192765,20,0.999
2,4,4,0.98,0,0.752108,20,1
4,4,4,0.98,0,0.404622,20,1
1,5,4,0.98,0,0.214881,20,1
0,0,5,0.98,0,0.313311,20,1
1,0,5,0.98,0,0.256275,20,1
2,0,5,0.98,0,0.207853,20,1
3,0,5,0.98,0,0.406872,20,1
4,0,5,0.98,0,0.607361,20,1
5,0,5,0.98,0,0.435877,20,0.999
6,0,5,0.98,0,0.475409,20,1
7,0,5,0.98,0,0.37309,20,1
8,0,5,0.98,0,0.784113,20,0.998
10,0,5,0.98,0,0.734735,20,0.999
0,1,5,0.98,0,0.586494,20,0.999
1,1,5,0.98,0,0.839994,20,1
2,1,5,0.98,0,0.665897,20,0.999
3,1,5,0.98,0,0.850672,20,1
4,1,5,0.98,0,0.896736,20,0.999
5,1,5,0.98,0,0.631269,20,1
6,1,5,0.98,0,0.30721,20,0.998
7,1,5,0.98,0,0.884544,20,1
8,1,5,0.98,0,0.401708,20,0.999
9,1,5,0.98,0,0.461478,20,0.999
10,1,5,0.98,0,0.677109,20,0.999
0,2,5,0.98,0,0.824675,20,1
1,2,5,0.98,0,0.624946,20,0.999
2,2,5,0.98,0,0.343866,20,1
3,2,5,0.98,0,0.671691,20,1
4,2,5,0.98,0,0.46833,20,1
5,2,5,0.98,0,0.867749,20,1
6,2,5,0.98,0,0.247192,20,1
8,2,5,0.98,0,0.269316,20,0.999
0,3,5,0.98,0,0.497221,20,1
1,3,5,0.98,0,0.129419,20,1
2,3,5,0.98,0,0.491996,20,1
3,3,5,0.98,0,0.887021,20,1
4,3,5,0.98,0,0.155575,20,0.999
5,3,5,0.98,0,0.444229,20,1
6,3,5,0.98,0,0.80848,20,1
0,4,5,0.98,0,0.159908,20,0.997
1,4,5,0.98,0,0.829002,20,1
2,4,5,0.98,0,0.264194,20,0.999
3,4,5,0.98,0,0.862639,20,0.999
0,5,5,0.98,0,0.647255,20,0.998
1,5,5,0.98,0,0.195112,20,1
0,0,6,0.98,0,0.12983,20,1
2,0,6,0.98,0,0.581916,20,1
4,0,6,0.98,0,0.567803,20,1
5,0,6,0.98,0,0.585544,20,1
8,0,6,0.98,0,0.328515,20,1
0,1,6,0.98,0,0.816756,20,0.999
1,1,6,0.98,0,0.404367,20,1
3,1,6,0.98,0,0.373148,20,1
4,1,6,0.98,0,0.322157,20,0.999
0,2,6,0.98,0,0.347498,20,1
2,2,6,0.98,0,0.19064,20,1
3,2,6,0.98,0,0.759814,20,1
0,3,6,0.98,0,0.662954,20,0.999
0,0,7,0.98,0,0.755637,20,1
1,0,7,0.98,0,0.724949,20,1
2,0,7,0.98,0,0.560477,20,0.999
3,0,7,0.98,0,0.675722,20,0.998
4,0,7,0.98,0,0.390434,20,0.999
5,0,7,0.98,0,0.795489,20,1
6,0,7,0.98,0,0.55596,20,1
0,1,7,0.98,0,0.155939,20,1
1,1,7,0.98,0,0.777785,20,1
2,1,7,0.98,0,0.154957,20,1
3,1,7,0.98,0,0.553079,20,1
4,1,7,0.98,0,0.159046,20,1
5,1,7,0.98,0,0.39124,20,1
6,1,7,0.98,0,0.879022,20,1
0,2,7,0.98,0,0.298726,20,0.999
1,2,7,0.98,0,0.773667,20,1
2,2,7,0.98,0,0.241679,20,0.999
3,2,7,0.98,0,0.647067,20,1
0,3,7,0.98,0,0.274554,20,0.999
1,3,7,0.98,0,0.345442,20,1
2,3,7,0.98,0,0.737751,20,0.999
0,0,8,0.98,0,0.69889,20,0.999
3,0,8,0.98,0,0.162756,20,0.999
0,0,9,0.98,0,0.552451,20,1
1,0,9,0.98,0,0.346274,20,0.999
0,1,9,0.98,0,0.606933,20,0.999
1,1,9,0.98,0,0.628029,20,0.999
2,1,9,0.98,0,0.319949,20,1
