x,y,z,E,C,R,A,Memoire
0,5,3,0.97,0,0.768595,30,1
1,5,3,0.97,0,0.28979,30,0.999
2,5,3,0.97,0,0.411979,30,1
3,5,3,0.97,0,0.316492,30,1
4,5,3,0.97,0,0.131934,30,1
5,5,3,0.97,0,0.669243,30,0.999
0,6,3,0.97,0,0.432144,30,1
1,6,3,0.97,0,0.397604,30,1
2,6,3,0.97,0,0.512886,30,0.999
3,6,3,0.97,0,0.686759,30,1
0,7,3,0.97,0,0.826827,30,0.999
1,7,3,0.97,0,0.206967,30,1
2,7,3,0.97,0,0.828716,30,1
1,8,3,0.97,0,0.448478,30,0.999
1,0,4,0.97,0,0.492553,30,1
2,0,4,0.97,0,0.668408,30,1
3,0,4,0.97,0,0.251348,30,0.999
6,0,4,0.97,0,0.103156,30,0.999
7,0,4,0.97,0,0.306815,30,1
8,0,4,0.97,0,0.265967,30,1
0,1,4,0.97,0,0.292035,30,1
1,1,4,0.97,0,0.386821,30,1
2,1,4,0.97,0,0.396397,30,1
4,1,4,0.97,0,0.218909,30,0.998
5,1,4,0.97,0,0.496546,30,0.999
6,1,4,0.97,0,0.752157,30,0.999
7,1,4,0.97,0,0.594155,30,0.999
0,2,4,0.97,0,0.119265,30,0.999
3,2,4,0.97,0,0.534783,30,1
4,2,4,0.97,0,0.644736,30,1
6,2,4,0.97,0,0.769229,30,1
0,3,4,0.97,0,0.771377,30,1
1,3,4,0.97,0,0.893334,30,1
2,3,4,0.97,0,0.443816,30,0.999
3,3,4,0.97,0,0.248697,30,0.999
4,3,4,0.97,0,0.332894,30,1
1,4,4,0.97,0,0.471189,30,1
0,5,4,0.97,0,0.295181,30,0.999
1,5,4,0.97,0,0.158201,30,1
0,0,5,0.97,0,0.25003,30,0.999
1,0,5,0.97,0,0.845832,30,0.999
2,0,5,0.97,0,0.420345,30,0.998
3,0,5,0.97,0,0.11033,30,1
4,0,5,0.97,0,0.187599,30,0.999
5,0,5,0.97,0,0.124132,30,1
6,0,5,0.97,0,0.5963,30,1
7,0,5,0.97,0,0.229946,30,1
0,1,5,0.97,0,0.584414,30,1
1,1,5,0.97,0,0.737672,30,1
2,1,5,0.97,0,0.387078,30,1
3,1,5,0.97,0,0.640031,30,0.999
4,1,5,0.97,0,0.536758,30,1
5,1,5,0.97,0,0.746714,30,1
6,1,5,0.97,0,0.418133,30,0.999
7,1,5,0.97,0,0.433382,30,0.999
0,2,5,0.97,0,0.266516,30,0.999
1,2,5,0.97,0,0.687187,30,1
2,2,5,0.97,0,0.546854,30,1
3,2,5,0.97,0,0.871368,30,1
4,2,5,0.97,0,0.240101,30,0.999
5,2,5,0.97,0,0.250729,30,1
0,3,5,0.97,0,0.543258,30,1
1,3,5,0.97,0,0.787923,30,1
2,3,5,0.97,0,0.861854,30,0.999
3,3,5,0.97,0,0.709204,30,1
0,4,5,0.97,0,0.641699,30,1
1,4,5,0.97,0,0.538802,30,0.997
0,5,5,0.97,0,0.67525,30,1
1,5,5,0.97,0,0.802326,30,1
1,0,6,0.97,0,0.13323,30,1
2,0,6,0.97,0,0.73772,30,1
3,0,6,0.97,0,0.808676,30,0.999
6,0,6,0.97,0,0.892167,30,0.999
0,1,6,0.97,0,0.294172,30,0.999
1,1,6,0.97,0,0.51387,30,0.999
2,1,6,0.97,0,0.342147,30,1
4,1,6,0.97,0,0.462691,30,1
1,2,6,0.97,0,0.470836,30,0.999
2,2,6,0.97,0,0.752426,30,1
0,0,7,0.97,0,0.494848,30,1
1,0,7,0.97,0,0.6835,30,0.998
2,0,7,0.97,0,0.883721,30,0.999
3,0,7,0.97,0,0.423015,30,0.999
4,0,7,0.97,0,0.246584,30,0.999
5,0,7,0.97,0,0.645598,30,0.999
0,1,7,0.97,0,0.572575,30,0.999
1,1,7,0.97,0,0.146728,30,0.999
2,1,7,0.97,0,0.651344,30,1
3,1,7,0.97,0,0.559035,30,1
4,1,7,0.97,0,0.601621,30,1
2,2,7,0.97,0,0.490973,30,1
0,0,8,0.97,0,0.784734,30,0.999
3,0,8,0.97,0,0.842441,30,0.999
0,0,9,0.97,0,0.379053,30,1
1,0,9,0.97,0,0.808396,30,0.999
0,1,9,0.97,0,0.553212,30,1
1,1,9,0.97,0,0.444747,30,1
