x,y,z,E,C,R,A,Memoire
5,7,0,0.950001,0,0.207311,50,1
6,7,0,0.950001,0,0.457122,50,1
7,7,0,0.950001,0,0.78236,50,1
8,7,0,0.950001,0,0.199239,50,1
0,8,0,0.950001,0,0.23476,50,1
1,8,0,0.950001,0,0.800554,50,0.999
2,8,0,0.950001,0,0.40629,50,1
4,8,0,0.950001,0,0.694806,50,0.999
5,8,0,0.950001,0,0.84487,50,0.993
1,9,0,0.950001,0,0.203696,50,0.999
3,9,0,0.950001,0,0.194823,50,1
4,9,0,0.950001,0,0.351612,50,1
5,9,0,0.950001,0,0.659976,50,1
1,10,0,0.950001,0,0.127727,50,0.999
2,10,0,0.950001,0,0.582686,50,1
3,10,0,0.950001,0,0.728665,50,1
0,11,0,0.950001,0,0.849146,50,1
0,0,1,0.950001,0,0.750981,50,1
1,0,1,0.950001,0,0.502099,50,1
2,0,1,0.950001,0,0.559277,50,0.999
3,0,1,0.950001,0,0.851401,50,0.999
4,0,1,0.950001,0,0.137202,50,0.998
5,0,1,0.950001,0,0.168021,50,1
6,0,1,0.950001,0,0.659435,50,1
7,0,1,0.950001,0,0.60489,50,1
8,0,1,0.950001,0,0.329923,50,1
9,0,1,0.950001,0,0.118456,50,1
10,0,1,0.950001,0,0.53868,50,1
11,0,1,0.950001,0,0.468347,50,0.999
12,0,1,0.950001,0,0.552041,50,1
13,0,1,0.950001,0,0.807755,50,0.998
14,0,1,0.950001,0,0.309454,50,0.999
15,0,1,0.950001,0,0.152915,50,0.999
0,1,1,0.950001,0,0.729929,50,1
1,1,1,0.950001,0,0.344087,50,1
2,1,1,0.950001,0,0.281833,50,1
3,1,1,0.950001,0,0.309279,50,1
4,1,1,0.950001,0,0.330147,50,0.997
5,1,1,0.950001,0,0.377457,50,1
6,1,1,0.950001,0,0.639517,50,0.999
7,1,1,0.950001,0,0.65082,50,1
8,1,1,0.950001,0,0.895799,50,1
9,1,1,0.950001,0,0.421452,50,1
10,1,1,0.950001,0,0.239032,50,0.999
11,1,1,0.950001,0,0.296966,50,1
12,1,1,0.950001,0,0.120426,50,1
13,1,1,0.950001,0,0.535441,50,1
0,2,1,0.950001,0,0.822835,50,1
1,2,1,0.950001,0,0.362674,50,0.999
2,2,1,0.950001,0,0.885404,50,0.999
3,2,1,0.950001,0,0.63872,50,0.997
4,2,1,0.950001,0,0.626304,50,0.999
5,2,1,0.950001,0,0.622154,50,1
6,2,1,0.950001,0,0.768595,50,1
7,2,1,0.950001,0,0.542638,50,1
8,2,1,0.950001,0,0.559425,50,0.995
9,2,1,0.950001,0,0.487493,50,1
10,2,1,0.950001,0,0.57903,50,0.992
11,2,1,0.950001,0,0.106903,50,1
12,2,1,0.950001,0,0.440882,50,1
0,3,1,0.950001,0,0.105953,50,1
1,3,1,0.950001,0,0.614393,50,1
2,3,1,0.950001,0,0.367088,50,1
3,3,1,0.950001,0,0.812129,50,0.999
4,3,1,0.950001,0,0.650624,50,1
5,3,1,0.950001,0,0.26789,50,0.999
6,3,1,0.950001,0,0.161346,50,1
7,3,1,0.950001,0,0.650796,50,0.999
8,3,1,0.950001,0,0.475685,50,0.996
9,3,1,0.950001,0,0.778317,50,0.999
10,3,1,0.950001,0,0.894455,50,1
0,4,1,0.950001,0,0.882648,50,1
1,4,1,0.950001,0,0.105469,50,0.999
2,4,1,0.950001,0,0.821099,50,1
3,4,1,0.950001,0,0.835916,50,1
4,4,1,0.950001,0,0.665514,50,1
5,4,1,0.950001,0,0.611814,50,1
6,4,1,0.950001,0,0.500022,50,0.999
7,4,1,0.950001,0,0.460858,50,1
8,4,1,0.950001,0,0.513358,50,1
9,4,1,0.950001,0,0.872962,50,0.999
0,5,1,0.950001,0,0.726388,50,1
1,5,1,0.950001,0,0.675509,50,1
2,5,1,0.950001,0,0.633236,50,0.999
3,5,1,0.950001,0,0.790907,50,1
4,5,1,0.950001,0,0.585482,50,1
5,5,1,0.950001,0,0.656162,50,1
6,5,1,0.950001,0,0.496087,50,1
7,5,1,0.950001,0,0.279901,50,0.999
0,6,1,0.950001,0,0.123714,50,1
1,6,1,0.950001,0,0.408709,50,1
2,6,1,0.950001,0,0.33831,50,0.999
3,6,1,0.950001,0,0.582371,50,1
4,6,1,0.950001,0,0.871031,50,1
5,6,1,0.950001,0,0.140835,50,0.999
6,6,1,0.950001,0,0.310569,50,1
0,7,1,0.950001,0,0.496353,50,1
1,7,1,0.950001,0,0.601144,50,0.999
2,7,1,0.950001,0,0.73858,50,0.999
3,7,1,0.950001,0,0.153512,50,0.999
4,7,1,0.950001,0,0.137253,50,0.999
5,7,1,0.950001,0,0.278346,50,1
0,8,1,0.950001,0,0.168161,50,1
1,8,1,0.950001,0,0.443668,50,1
3,8,1,0.950001,0,0.748156,50,1
4,8,1,0.950001,0,0.301147,50,1
0,9,1,0.950001,0,0.189032,50,1
1,9,1,0.950001,0,0.545816,50,0.996
2,9,1,0.950001,0,0.104505,50,1
3,9,1,0.950001,0,0.319249,50,0.999
4,9,1,0.950001,0,0.649246,50,1
0,10,1,0.950001,0,0.381026,50,1
1,10,1,0.950001,0,0.481632,50,1
2,10,1,0.950001,0,0.612611,50,1
1,11,1,0.950001,0,0.310088,50,0.999
0,0,2,0.950001,0,0.327246,50,1
3,0,2,0.950001,0,0.722867,50,0.996
4,0,2,0.950001,0,0.112752,50,0.993
7,0,2,0.950001,0,0.316343,50,0.999
8,0,2,0.950001,0,0.346842,50,1
12,0,2,0.950001,0,0.566659,50,1
0,1,2,0.950001,0,0.441208,50,0.999
1,1,2,0.950001,0,0.553222,50,0.999
2,1,2,0.950001,0,0.860504,50,1
3,1,2,0.950001,0,0.848782,50,1
4,1,2,0.950001,0,0.482112,50,1
5,1,2,0.950001,0,0.48161,50,1
6,1,2,0.950001,0,0.777217,50,0.999
7,1,2,0.950001,0,0.394537,50,0.999
8,1,2,0.950001,0,0.522271,50,1
9,1,2,0.950001,0,0.597538,50,1
10,1,2,0.950001,0,0.403908,50,1
11,1,2,0.950001,0,0.441678,50,0.999
0,2,2,0.950001,0,0.368391,50,0.999
3,2,2,0.950001,0,0.66584,50,1
4,2,2,0.950001,0,0.358906,50,1
7,2,2,0.950001,0,0.35499,50,1
8,2,2,0.950001,0,0.457408,50,0.999
0,3,2,0.950001,0,0.574216,50,0.999
2,3,2,0.950001,0,0.492985,50,0.998
3,3,2,0.950001,0,0.326757,50,1
4,3,2,0.950001,0,0.241084,50,1
5,3,2,0.950001,0,0.305054,50,1
6,3,2,0.950001,0,0.557203,50,0.999
7,3,2,0.950001,0,0.756743,50,1
1,4,2,0.950001,0,0.503019,50,1
2,4,2,0.950001,0,0.633901,50,0.999
3,4,2,0.950001,0,0.76844,50,1
6,4,2,0.950001,0,0.554098,50,1
0,5,2,0.950001,0,0.151043,50,1
1,5,2,0.950001,0,0.6194,50,1
2,5,2,0.950001,0,0.502923,50,0.999
3,5,2,0.950001,0,0.292183,50,0.999
4,5,2,0.950001,0,0.793975,50,1
0,6,2,0.950001,0,0.209071,50,1
1,6,2,0.950001,0,0.100469,50,1
3,6,2,0.950001,0,0.232067,50,0.999
1,7,2,0.950001,0,0.658173,50,1
2,7,2,0.950001,0,0.632611,50,1
0,8,2,0.950001,0,0.460834,50,1
1,8,2,0.950001,0,0.147516,50,1
0,0,3,0.950001,0,0.267357,50,1
1,0,3,0.950001,0,0.847501,50,1
2,0,3,0.950001,0,0.546612,50,1
3,0,3,0.950001,0,0.822662,50,0.999
4,0,3,0.950001,0,0.752636,50,1
5,0,3,0.950001,0,0.659603,50,1
6,0,3,0.950001,0,0.518561,50,0.994
7,0,3,0.950001,0,0.668899,50,1
8,0,3,0.950001,0,0.279741,50,1
9,0,3,0.950001,0,0.46447,50,1
10,0,3,0.950001,0,0.580828,50,1
11,0,3,0.950001,0,0.813641,50,1
12,0,3,0.950001,0,0.330227,50,1
0,1,3,0.950001,0,0.506257,50,1
1,1,3,0.950001,0,0.736501,50,1
2,1,3,0.950001,0,0.452011,50,0.999
3,1,3,0.950001,0,0.824618,50,1
4,1,3,0.950001,0,0.652983,50,1
5,1,3,0.950001,0,0.248862,50,1
6,1,3,0.950001,0,0.528792,50,0.999
7,1,3,0.950001,0,0.267029,50,0.997
8,1,3,0.950001,0,0.473267,50,1
9,1,3,0.950001,0,0.701119,50,0.999
10,1,3,0.950001,0,0.516215,50,1
11,1,3,0.950001,0,0.546526,50,0.999
0,2,3,0.950001,0,0.226324,50,0.999
1,2,3,0.950001,0,0.379458,50,0.999
2,2,3,0.950001,0,0.657764,50,1
3,2,3,0.950001,0,0.651685,50,0.999
4,2,3,0.950001,0,0.377613,50,1
5,2,3,0.950001,0,0.607265,50,1
6,2,3,0.950001,0,0.763152,50,1
7,2,3,0.950001,0,0.572794,50,0.999
8,2,3,0.950001,0,0.724893,50,1
9,2,3,0.950001,0,0.260898,50,1
0,3,3,0.950001,0,0.458539,50,1
1,3,3,0.950001,0,0.515162,50,1
2,3,3,0.950001,0,0.519689,50,1
3,3,3,0.950001,0,0.732908,50,1
4,3,3,0.950001,0,0.264264,50,1
5,3,3,0.950001,0,0.200553,50,1
6,3,3,0.950001,0,0.810791,50,1
7,3,3,0.950001,0,0.645553,50,1
0,4,3,0.950001,0,0.500297,50,1
1,4,3,0.950001,0,0.567039,50,1
2,4,3,0.950001,0,0.64503,50,1
3,4,3,0.950001,0,0.793004,50,1
4,4,3,0.950001,0,0.612708,50,1
5,4,3,0.950001,0,0.470483,50,0.998
0,5,3,0.950001,0,0.768595,50,1
1,5,3,0.950001,0,0.28979,50,0.999
2,5,3,0.950001,0,0.411979,50,1
3,5,3,0.950001,0,0.316492,50,1
4,5,3,0.950001,0,0.131934,50,1
5,5,3,0.950001,0,0.669243,50,0.999
0,6,3,0.950001,0,0.432144,50,1
1,6,3,0.950001,0,0.397604,50,1
2,6,3,0.950001,0,0.512886,50,0.999
3,6,3,0.950001,0,0.686759,50,1
0,7,3,0.950001,0,0.826827,50,0.999
1,7,3,0.950001,0,0.206967,50,1
2,7,3,0.950001,0,0.828716,50,1
1,8,3,0.950001,0,0.448478,50,0.999
1,0,4,0.950001,0,0.492553,50,1
2,0,4,0.950001,0,0.668408,50,1
3,0,4,0.950001,0,0.251348,50,0.999
6,0,4,0.950001,0,0.103156,50,0.999
7,0,4,0.950001,0,0.306815,50,1
8,0,4,0.950001,0,0.265967,50,1
0,1,4,0.950001,0,0.292035,50,1
1,1,4,0.950001,0,0.386821,50,1
2,1,4,0.950001,0,0.396397,50,1
4,1,4,0.950001,0,0.218909,50,0.998
5,1,4,0.950001,0,0.496546,50,0.999
6,1,4,0.950001,0,0.752157,50,0.999
7,1,4,0.950001,0,0.594155,50,0.999
0,2,4,0.950001,0,0.119265,50,0.999
3,2,4,0.950001,0,0.534783,50,1
4,2,4,0.950001,0,0.644736,50,1
6,2,4,0.950001,0,0.769229,50,1
0,3,4,0.950001,0,0.771377,50,1
1,3,4,0.950001,0,0.893334,50,1
2,3,4,0.950001,0,0.443816,50,0.999
3,3,4,0.950001,0,0.248697,50,0.999
4,3,4,0.950001,0,0.332894,50,1
1,4,4,0.950001,0,0.471189,50,1
0,5,4,0.950001,0,0.295181,50,0.999
1,5,4,0.950001,0,0.158201,50,1
0,0,5,0.950001,0,0.25003,50,0.999
1,0,5,0.950001,0,0.845832,50,0.999
2,0,5,0.950001,0,0.420345,50,0.998
3,0,5,0.950001,0,0.11033,50,1
4,0,5,0.950001,0,0.187599,50,0.999
5,0,5,0.950001,0,0.124132,50,1
6,0,5,0.950001,0,0.5963,50,1
7,0,5,0.950001,0,0.229946,50,1
0,1,5,0.950001,0,0.584414,50,1
1,1,5,0.950001,0,0.737672,50,1
2,1,5,0.950001,0,0.387078,50,1
3,1,5,0.950001,0,0.640031,50,0.999
4,1,5,0.950001,0,0.536758,50,1
5,1,5,0.950001,0,0.746714,50,1
6,1,5,0.950001,0,0.418133,50,0.999
7,1,5,0.950001,0,0.433382,50,0.999
0,2,5,0.950001,0,0.266516,50,0.999
1,2,5,0.950001,0,0.687187,50,1
2,2,5,0.950001,0,0.546854,50,1
3,2,5,0.950001,0,0.871368,50,1
4,2,5,0.950001,0,0.240101,50,0.999
5,2,5,0.950001,0,0.250729,50,1
0,3,5,0.950001,0,0.543258,50,1
1,3,5,0.950001,0,0.787923,50,1
2,3,5,0.950001,0,0.861854,50,0.999
3,3,5,0.950001,0,0.709204,50,1
0,4,5,0.950001,0,0.641699,50,1
1,4,5,0.950001,0,0.538802,50,0.997
0,5,5,0.950001,0,0.67525,50,1
1,5,5,0.950001,0,0.802326,50,1
1,0,6,0.950001,0,0.13323,50,1
2,0,6,0.950001,0,0.73772,50,1
3,0,6,0.950001,0,0.808676,50,0.999
6,0,6,0.950001,0,0.892167,50,0.999
0,1,6,0.950001,0,0.294172,50,0.999
1,1,6,0.950001,0,0.51387,50,0.999
2,1,6,0.950001,0,0.342147,50,1
4,1,6,0.950001,0,0.462691,50,1
1,2,6,0.950001,0,0.470836,50,0.999
2,2,6,0.950001,0,0.752426,50,1
0,0,7,0.950001,0,0.494848,50,1
1,0,7,0.950001,0,0.6835,50,0.998
2,0,7,0.950001,0,0.883721,50,0.999
3,0,7,0.950001,0,0.423015,50,0.999
4,0,7,0.950001,0,0.246584,50,0.999
5,0,7,0.950001,0,0.645598,50,0.999
0,1,7,0.950001,0,0.572575,50,0.999
1,1,7,0.950001,0,0.146728,50,0.999
2,1,7,0.950001,0,0.651344,50,1
3,1,7,0.950001,0,0.559035,50,1
4,1,7,0.950001,0,0.601621,50,1
2,2,7,0.950001,0,0.490973,50,1
0,0,8,0.950001,0,0.784734,50,0.999
3,0,8,0.950001,0,0.842441,50,0.999
0,0,9,0.950001,0,0.379053,50,1
1,0,9,0.950001,0,0.808396,50,0.999
0,1,9,0.950001,0,0.553212,50,1
1,1,9,0.950001,0,0.444747,50,1
